sentence_A	sentence_B	entailment_label	label_enc
Two white cats are playing with a brown dog and a ball	Two white dogs and one brown dog are chasing a ball	NEUTRAL	2
A daughter is being pushed by her father on a go-kart and another girl is watching	A father is pushing his daughter on a go-kart and another girl is watching	ENTAILMENT	1
A tan dog is splashing in the water on the bank of a pond	A tan dog is splashing in the water on the bank of a river	NEUTRAL	2
A cute puppy is repeatedly rolling from side to side on its back	A puppy is repeatedly rolling from side to side on its back	ENTAILMENT	1
Various people are eating at red tables in a crowded restaurant with purple lights	Various customers are eating in a crowded restaurant with purple lights	ENTAILMENT	1
A man is getting into an automobile	A man is getting into a car	ENTAILMENT	1
A group of children in uniforms is standing at a gate and one is kissing the mother	A group of children wearing the same clothes is waiting at a gate and one is kissing the mother	ENTAILMENT	1
Rugby players are tackling each other	An opponent is tackling a soccer player	NEUTRAL	2
A woman is showing a small cat to an infant	A woman is showing a small dog to an infant	NEUTRAL	2
A man in blue is riding a horse on a dirt road	A man in blue is riding a animal on a dirt road	ENTAILMENT	1
A man by a brick wall is wearing a mask around his mouth and a hair net	A woman by a brick wall is wearing a mask around her mouth and a hair net	NEUTRAL	2
A flute is being played by a girl	There is no woman playing a flute	NEUTRAL	2
The girl, who is young, is blowing a bubble that is huge	The girl in the red shirt is blowing a bubble 	NEUTRAL	2
A baby is playing with a doll	A baby is playing with a toy	ENTAILMENT	1
The man and the child are kayaking through gentle waters	A man and a young boy are riding in a yellow kayak	NEUTRAL	2
A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background	There is no man in a red jacket standing next to a yellow kayak on some rocks by the ocean	NEUTRAL	2
A brown dog is running breathlessly across the yard with a toy in its mouth	A brown dog is running across the yard with a toy in its mouth	ENTAILMENT	1
A man is being pushed toward the buttons of a microwave	One man is turning on the microwave	NEUTRAL	2
An adult is in the amphitheater and is talking to a boy	There is no adult in the amphitheater talking to a boy	CONTRADICTION	0
Two people are riding a bike	Two people are driving a motorcycle	NEUTRAL	2
A man is playing with water	A man is not playing with water	CONTRADICTION	0
The man is playing the guitar	There is no man playing the guitar	CONTRADICTION	0
The man is singing and playing the guitar	The guitar is being played by a man	ENTAILMENT	1
A woman is chopping garlic	There is no woman slicing a fish	NEUTRAL	2
A man is playing the piano	There is no woman playing the violin	NEUTRAL	2
Two people are playing ping pong	A ping pong player is meeting with two people	NEUTRAL	2
Two dogs of different breeds are looking at each other across a street	A dog, which is black, and a white one are ignoring each other in the street	NEUTRAL	2
An onion is being sliced by the woman	A man is slicing a carrot with a knife	NEUTRAL	2
Five wooden stands are in front of each child's hut	Five kids are standing close together and one kid has a gun	NEUTRAL	2
Two people are walking near the water	Two people are wading through the water	NEUTRAL	2
A woman is cracking an egg into a bowl	The woman is not cracking two eggs into a glass bowl	NEUTRAL	2
There is no tiger cub making a sound	A tiger is walking around	NEUTRAL	2
The black dog is playing with the brown dog on the sand	A black dog is playing with a brown dog on the sand	ENTAILMENT	1
A man is not wearing a clear plastic cap and a face mask	A man is wearing a clear plastic cap and a face mask	CONTRADICTION	0
A fur scarf is being held by an Asian woman	An Asian woman is holding a fur scarf	ENTAILMENT	1
Four boys are kneeling next to each other in front of a ball	The young boys are not posing with a green soccer ball in a park	NEUTRAL	2
Two boy are playing on a trampoline	Some children are jumping on a trampoline	NEUTRAL	2
The woman is dicing a carrot	A woman is slicing an onion	NEUTRAL	2
A deer is standing inside a fence	The deer is jumping over the fence	CONTRADICTION	0
A little girl is playing a grand piano on stage	A girl is playing the piano	ENTAILMENT	1
The young kids are posing with a green soccer ball in a park	Four boys are kneeling next to each other in front of a ball	NEUTRAL	2
A man is riding a mechanical bull	A middle eastern man is standing against a lamp post near to other people	NEUTRAL	2
A man in a black hat is not reaching for a box	A man in a black hat is reaching for a box	CONTRADICTION	0
A black sheep is standing near three white dogs	The white dogs are looking at the black llama	NEUTRAL	2
A squirrel is running in circles	The squirrel is not running in circles	CONTRADICTION	0
There is no boy walking across a bridge	A boy is walking across a bridge	CONTRADICTION	0
A person is boiling noodles	There is no person boiling noodles	CONTRADICTION	0
The kittens on the trays are being eaten as food for an advertisement	The food on the trays is being eaten by the kittens	NEUTRAL	2
The woman is poking holes in the potato	The woman is poking a potato	ENTAILMENT	1
There is no man spitting	A man is speaking	NEUTRAL	2
A woman is performing a trick on a ramp with a bicycle	A woman is performing a trick on a ramp with a car	NEUTRAL	2
A boy is standing in the water	The boy is wading through the blue ocean	NEUTRAL	2
A young woman with Indian clothing and henna on her hand is going through paperwork	A woman is wearing a colorful shirt and a lot of jewelry	NEUTRAL	2
The bunch of men are playing rugby on a muddy field	The bunch of men are not playing rugby on a muddy field	CONTRADICTION	0
A man is hungrily eating a bowl of cereal	A man is eating a bowl of cereal	ENTAILMENT	1
A woman is riding a Seadoo	A woman is parking a Seadoo	NEUTRAL	2
A man on a green bike is performing tricks on a dirt ramp	A person on a bike is not in the air near a body of water	NEUTRAL	2
A man is riding a horse	A horse is being ridden by a woman	NEUTRAL	2
A couple is sitting on a patio and is staring at the ocean	A couple is sitting on a patio and looking at the ocean	ENTAILMENT	1
Three boys are jumping off a platform	A boy is jumping off a platform and two other boys are standing and staring at him	NEUTRAL	2
A man is standing in the middle of a gym and is wearing a jersey	A man in a black jersey is standing in a gym	NEUTRAL	2
The rhino is grazing on the grass	A animal is grazing in a field	ENTAILMENT	1
A man is opening a package that contains headphones	There is no man singing and playing the guitar	NEUTRAL	2
A girl is combing her hair	A girl is styling her hair	ENTAILMENT	1
A person is riding an old motorcycle	A person is riding a motorcycle	ENTAILMENT	1
There is no man riding a horse	A woman is riding a horse	NEUTRAL	2
One white dog and one black one are cheerfully running side by side on the grass	A black and a white dog are joyfully running on the grass	ENTAILMENT	1
A woman is frying fish	Two women are wearing bikinis and are walking on the sand	NEUTRAL	2
A small group of people are standing and two are sitting on the couch	A small group of people are standing and two are sitting on the sofa	ENTAILMENT	1
A lady is standing on the street and is surrounded by school children	A woman in blue jeans is standing in front of a group of children beside a house made of stone	NEUTRAL	2
A person is slicing a piece of bread	There is no man slicing some bread	NEUTRAL	2
A man is breaking tiles with his hands	A man is repairing tiles with his hands	NEUTRAL	2
A woman in a black shirt is sitting next to a fluorescent green bag	A woman is silent and is leaving a purse and a yellow bag on the near ledge	NEUTRAL	2
A young man in a white shirt and gold and black hat is sitting with crossed legs	A man with no hat is sitting on the ground	NEUTRAL	2
A man is mixing	A man is arranging the garden	NEUTRAL	2
The woman is seasoning the oil	There is no woman pouring ingredients into a bowl	NEUTRAL	2
A man is cutting a thick rope with a sword	A man is cutting a cord with a sword	ENTAILMENT	1
A great dog is climbing a steep hill	A light brown dog is running up a street	NEUTRAL	2
A man and a woman are not driving down the street in a jeep	A man and a woman are driving down the road in an open-air vehicle	NEUTRAL	2
An octopus is being sliced by a woman	A woman is slicing an octopus	ENTAILMENT	1
There is no person cutting some ginger	A person is slicing an onion	NEUTRAL	2
A person is cleaning a pot of cooking oil	A person is pouring olive oil into a pot on the stove	NEUTRAL	2
There is no boy in a swimsuit sitting on top of a circular fountain	A boy is standing next to the opening of a fountain	NEUTRAL	2
A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles	There are no men sitting at the table with four beer bottles	CONTRADICTION	0
The person is riding a motorbike on a track on the sand	A person is riding a motorbike in the event related to motocross	NEUTRAL	2
The violin is being played by a little girl on a beach	A woman is cooking fish	NEUTRAL	2
There is no woman dancing	Some women are dancing	CONTRADICTION	0
An Asian woman is holding a fur scarf	An elegant woman is inside a crowd of people and is looking down	NEUTRAL	2
A man is singing into a microphone	A man is sitting in the rain	NEUTRAL	2
Someone is drilling a hole in a strip of wood with a power drill	Someone is making a hole in a strip of wood with a drill	ENTAILMENT	1
A soccer player is scoring a goal	A soccer player is missing a goal	NEUTRAL	2
A dog is playing on the ground	A dog is rolling on the ground	NEUTRAL	2
A woman in a red dress is putting away an instrument	A woman in a red dress is playing an instrument	CONTRADICTION	0
Two people dressed in green and red costumes are outside on the seashore	Two people dressed in green and red costumes are outside on the sidewalk	NEUTRAL	2
There is no dog running with a volleyball	The black dog is carrying a blue and white ball in its mouth	NEUTRAL	2
A man on a yellow dirt bike is taking a jump	A cyclist on a yellow bike is airborne	ENTAILMENT	1
Some people who play soccer are kicking a soccer ball into the goal	A soccer player is scoring a goal	NEUTRAL	2
The woman wearing silver pants, pink bellbottoms and a pink scarf is happily riding a bike	A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians	NEUTRAL	2
